WKT,nama,deskripsi
"POLYGON ((106.8808598 -6.2985432, 106.8804306 -6.301785, 106.8804306 -6.3032353, 106.8862671 -6.3022969, 106.8914169 -6.303406, 106.8963093 -6.3064772, 106.9012016 -6.3059653, 106.9054073 -6.3028088, 106.9037766 -6.3013585, 106.9 -6.2988844, 106.8965668 -6.2971782, 106.8937344 -6.2969222, 106.8880695 -6.2969222, 106.8838638 -6.297946, 106.8808598 -6.2985432))",Taman Mini Indonesia Indah ,
