WKT,nama,deskripsi
"POLYGON ((106.8309537 -6.1801265, 106.8303528 -6.1788465, 106.8298808 -6.1774385, 106.8298808 -6.1756039, 106.8299237 -6.1739825, 106.8289795 -6.1727452, 106.8290654 -6.1715932, 106.8278637 -6.1717212, 106.8259326 -6.1717212, 106.8244305 -6.1715505, 106.8233576 -6.1715505, 106.823186 -6.1731719, 106.8231431 -6.1744945, 106.8229714 -6.1760732, 106.8228856 -6.1771398, 106.8228427 -6.1789745, 106.8228856 -6.1799131, 106.8238297 -6.1805105, 106.8253317 -6.1804678, 106.8268767 -6.1803398, 106.8289795 -6.1803825, 106.8309537 -6.1801265))",Taman Monas,
