WKT,nama,deskripsi
"POLYGON ((110.0672318 -7.82202, 110.0260331 -7.8845989, 110.0425125 -7.9090837, 110.091951 -7.9281265, 110.1427628 -7.9294866, 110.1853348 -7.9634892, 110.2512528 -7.9879694, 110.2883316 -8.0042886, 110.3350235 -8.031486, 110.3556229 -8.055962, 110.3872086 -8.0777172, 110.4407669 -8.0926733, 110.4819657 -8.1103479, 110.5300309 -8.1239432, 110.5822159 -8.1416165, 110.6302811 -8.1660858, 110.6879593 -8.1905537, 110.7470108 -8.202787, 110.7978226 -8.1932722, 110.8307816 -8.1864758, 110.8197953 -8.1388976, 110.8033158 -8.1606483, 110.7799698 -8.1470542, 110.7909562 -8.1103479, 110.7799698 -8.0763576, 110.7648636 -8.0491633, 110.7483841 -8.012448, 110.7703568 -7.9757295, 110.7744767 -7.9485284, 110.7662369 -7.9131644, 110.7703568 -7.8914004, 110.7895829 -7.8519502, 110.7744767 -7.8056935, 110.752504 -7.82202, 110.719545 -7.8002512, 110.6920792 -7.8084146, 110.6714798 -7.7839239, 110.6467606 -7.8056935, 110.5932022 -7.7988906, 110.55887 -7.7948088, 110.5245377 -7.7825632, 110.4998185 -7.758071, 110.4847123 -7.7186082, 110.4696061 -7.6505603, 110.4641129 -7.5906692, 110.4462601 -7.5416612, 110.4050614 -7.579779, 110.3446366 -7.631505, 110.3061844 -7.6614487, 110.2718521 -7.7077213, 110.2581192 -7.6859466, 110.2594925 -7.6478382, 110.190828 -7.6505603, 110.1400162 -7.6491993, 110.1235367 -7.6777808, 110.1372696 -7.728134, 110.1043106 -7.7743993, 110.0672318 -7.82202))",DIY Yogyakarta ,
