WKT,nama,deskripsi
"POLYGON ((106.8168438 -6.2987373, 106.8158138 -6.3018939, 106.8159854 -6.3050504, 106.8169296 -6.3077804, 106.8172729 -6.3097425, 106.8173587 -6.3130696, 106.8191612 -6.3169939, 106.8229377 -6.3179323, 106.824826 -6.3159702, 106.8255985 -6.3118753, 106.8262851 -6.3091453, 106.8270576 -6.3019792, 106.8222511 -6.2989079, 106.8168438 -6.2987373))",Kebun Binatang Ragunan ,
