WKT,nama,deskripsi
"POLYGON ((106.6918032 -6.0943126, 106.6876833 -6.1298152, 106.7000429 -6.1653154, 106.7247622 -6.1898911, 106.7206423 -6.2226569, 106.7398682 -6.2243636, 106.7481081 -6.2349436, 106.7522277 -6.2598569, 106.7525711 -6.2736785, 106.7604677 -6.2786271, 106.7721405 -6.2953485, 106.7714541 -6.3113874, 106.8112796 -6.3124112, 106.7934267 -6.3632536, 106.8099062 -6.3591591, 106.8311927 -6.3496052, 106.8442385 -6.3291317, 106.872391 -6.3571118, 106.8941919 -6.3632539, 106.9077532 -6.3632536, 106.9170229 -6.3536997, 106.9228592 -6.3194059, 106.9213143 -6.3080599, 106.9194262 -6.3001263, 106.9106713 -6.2839163, 106.9087832 -6.2608811, 106.9403689 -6.2444997, 106.9678347 -6.2090048, 106.9719546 -6.1584886, 106.9719546 -6.0888504, 106.9156496 -6.1011402, 106.851105 -6.1106987, 106.7824404 -6.1161606, 106.7439883 -6.1038712, 106.6918032 -6.0943126))",Kota DKI Jakarta ,
