WKT,nama,deskripsi
"POLYGON ((106.852424 -6.2362612, 106.8524883 -6.2367091, 106.852381 -6.2372424, 106.852145 -6.2377117, 106.852381 -6.2382023, 106.8531964 -6.2385222, 106.8534754 -6.237925, 106.8535398 -6.2373917, 106.8535398 -6.2369224, 106.853647 -6.2365811, 106.8529604 -6.2360692, 106.852424 -6.2362612))",Tebet Echo Park. ,
