WKT,nama,deskripsi
"POLYGON ((106.7988004 -6.2147218, 106.7983712 -6.2181348, 106.7988004 -6.2208652, 106.8021478 -6.2217185, 106.8030061 -6.2221025, 106.8038644 -6.2224864, 106.8056668 -6.2235103, 106.8082418 -6.2216332, 106.8081559 -6.2193294, 106.8078984 -6.2156604, 106.806096 -6.2153191, 106.8061818 -6.212418, 106.8032636 -6.2134419, 106.7988004 -6.2147218))",Gelora Bung Karno ,
